train episode:0, reward = 0.6016270501467852, state count = 7, state = [1, 32, 37, 78, 83, 128, 161]
train episode:516, reward = 0.6095140999738204, state count = 7, state = [7, 32, 36, 47, 50, 88, 108]
train episode:517, reward = 0.6409169854174037, state count = 7, state = [7, 32, 47, 68, 80, 88, 179]
train episode:518, reward = 0.6048704737894967, state count = 7, state = [7, 32, 47, 80, 88, 109, 151]
evaluate episode:51.9, reward = 0.6078921133673467, state count = 7, state = [7, 31, 32, 47, 80, 88, 151]
train episode:519, reward = 0.6078921133673467, state count = 7, state = [7, 31, 32, 47, 80, 88, 151]
train episode:520, reward = 0.6055740685783717, state count = 7, state = [7, 30, 32, 45, 47, 54, 88]
train episode:521, reward = 0.6260327249091211, state count = 7, state = [2, 7, 32, 47, 88, 130, 171]
train episode:522, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 98, 176]
train episode:523, reward = 0.7163535090559182, state count = 7, state = [7, 32, 35, 47, 80, 88, 151]
train episode:524, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 133, 151]
train episode:525, reward = 0.600228463841276, state count = 7, state = [7, 32, 45, 47, 70, 80, 88]
train episode:526, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 158, 162]
train episode:527, reward = 0.6064994574242941, state count = 7, state = [7, 32, 43, 47, 63, 80, 88]
train episode:528, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 151, 162]
evaluate episode:52.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 151, 172]
train episode:529, reward = 0.6441727993708921, state count = 7, state = [7, 25, 32, 47, 80, 88, 143]
train episode:530, reward = 0.6039483199138274, state count = 7, state = [7, 30, 32, 47, 80, 88, 178]
train episode:531, reward = 0.9372750009492578, state count = 2, state = [7, 162]
train episode:532, reward = 0.6420786994570247, state count = 7, state = [7, 32, 41, 47, 61, 77, 88]
train episode:533, reward = 0.6058007063476363, state count = 7, state = [7, 22, 32, 47, 80, 88, 151]
train episode:534, reward = 0.6351030319290316, state count = 7, state = [7, 32, 47, 80, 81, 84, 88]
train episode:535, reward = 0.6058007063476363, state count = 7, state = [7, 32, 36, 47, 80, 88, 172]
train episode:536, reward = 0.5400734625522842, state count = 7, state = [7, 36, 47, 86, 88, 98, 174]
train episode:537, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 102, 132]
train episode:538, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 70, 80, 88, 122]
evaluate episode:53.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 142, 172]
train episode:539, reward = 0.5979055778381306, state count = 7, state = [7, 32, 47, 57, 70, 88, 163]
train episode:540, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 66, 80, 88, 128]
train episode:541, reward = 0.627639628310661, state count = 7, state = [7, 32, 47, 58, 88, 91, 114]
train episode:542, reward = 0.6071928252106852, state count = 7, state = [7, 32, 39, 47, 88, 96, 140]
train episode:543, reward = 0.640219310998799, state count = 7, state = [7, 32, 47, 62, 80, 88, 137]
train episode:544, reward = 0.606497841188191, state count = 7, state = [3, 7, 32, 47, 88, 136, 142]
train episode:545, reward = 0.6058007063476363, state count = 7, state = [7, 32, 36, 41, 47, 84, 88]
train episode:546, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 91, 142]
train episode:547, reward = 0.6058007063476363, state count = 7, state = [7, 24, 32, 47, 80, 88, 98]
train episode:548, reward = 0.9437801689079139, state count = 7, state = [7, 47, 65, 73, 88, 120, 164]
evaluate episode:54.9, reward = 0.6039483199138274, state count = 7, state = [7, 30, 32, 47, 80, 88, 142]
train episode:549, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 107, 142]
train episode:550, reward = 0.60487155044755, state count = 7, state = [7, 32, 47, 78, 88, 95, 183]
train episode:551, reward = 0.6055697644442046, state count = 7, state = [7, 13, 32, 47, 59, 88, 134]
train episode:552, reward = 0.6139402412313572, state count = 7, state = [7, 16, 32, 47, 88, 108, 150]
train episode:553, reward = 0.6039488594918774, state count = 7, state = [7, 30, 32, 47, 80, 88, 112]
train episode:554, reward = 0.6039483199138274, state count = 7, state = [7, 30, 32, 47, 80, 88, 120]
train episode:555, reward = 0.6044134361928971, state count = 7, state = [7, 30, 32, 47, 51, 80, 88]
train episode:556, reward = 0.9934932208013333, state count = 7, state = [5, 7, 17, 47, 88, 126, 169]
train episode:557, reward = 0.5990646014816414, state count = 7, state = [7, 16, 32, 43, 47, 53, 88]
train episode:558, reward = 0.606265822626706, state count = 7, state = [5, 7, 32, 47, 88, 92, 105]
evaluate episode:55.9, reward = 0.606265283048656, state count = 7, state = [7, 32, 47, 80, 88, 114, 118]
train episode:559, reward = 0.5990656756416481, state count = 7, state = [7, 21, 32, 40, 47, 88, 150]
train episode:560, reward = 0.606265283048656, state count = 7, state = [7, 32, 47, 80, 88, 118, 138]
train episode:561, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 106, 127]
train episode:562, reward = 0.988850671275063, state count = 7, state = [7, 32, 33, 47, 88, 106, 124]
train episode:563, reward = 0.6058007063476363, state count = 7, state = [7, 32, 36, 47, 80, 88, 114]
train episode:564, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 161, 179]
train episode:565, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 92, 114]
train episode:566, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 114, 128]
train episode:567, reward = 0.600461561558861, state count = 7, state = [7, 8, 20, 32, 47, 57, 88]
train episode:568, reward = 0.6213654072515292, state count = 7, state = [7, 32, 47, 76, 86, 88, 142]
evaluate episode:56.9, reward = 0.606265822626706, state count = 7, state = [7, 32, 47, 80, 88, 114, 183]
train episode:569, reward = 0.6095140999738204, state count = 7, state = [6, 7, 32, 47, 50, 88, 136]
train episode:570, reward = 0.6064983807662409, state count = 7, state = [7, 32, 37, 47, 80, 88, 167]
train episode:571, reward = 0.6058007063476363, state count = 7, state = [7, 24, 32, 47, 88, 124, 160]
train episode:572, reward = 0.6002290034193261, state count = 7, state = [7, 32, 47, 80, 88, 94, 121]
train episode:573, reward = 0.6058017830056897, state count = 7, state = [7, 32, 47, 80, 83, 88, 118]
train episode:574, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 98, 114]
train episode:575, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 52, 64, 88, 176]
train episode:576, reward = 0.600461021980811, state count = 7, state = [7, 32, 47, 80, 88, 94, 114]
train episode:577, reward = 0.6069624203872572, state count = 7, state = [7, 9, 32, 40, 47, 76, 88]
train episode:578, reward = 0.6051030319290315, state count = 7, state = [7, 24, 32, 47, 63, 88, 109]
evaluate episode:57.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 114, 136]
train episode:579, reward = 0.6434708183200737, state count = 7, state = [7, 32, 40, 47, 48, 79, 88]
train episode:580, reward = 0.6064973041081875, state count = 7, state = [7, 32, 47, 51, 88, 126, 175]
train episode:581, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 114, 125]
train episode:582, reward = 0.5974410011371108, state count = 7, state = [7, 32, 47, 74, 80, 88, 144]
train episode:583, reward = 0.5340312550585442, state count = 7, state = [7, 42, 47, 56, 63, 88, 143]
train episode:584, reward = 0.6351030319290316, state count = 7, state = [7, 32, 47, 80, 82, 88, 126]
train episode:585, reward = 0.9505168158500054, state count = 7, state = [7, 44, 47, 88, 123, 128, 176]
train episode:586, reward = 0.6058007063476363, state count = 7, state = [7, 32, 40, 47, 80, 88, 163]
train episode:587, reward = 0.60835884588252, state count = 7, state = [7, 27, 32, 47, 80, 88, 130]
train episode:588, reward = 0.6058007063476363, state count = 7, state = [7, 32, 40, 47, 80, 88, 136]
evaluate episode:58.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 40, 47, 80, 88, 136]
train episode:589, reward = 0.6058007063476363, state count = 7, state = [7, 32, 40, 47, 80, 88, 136]
train episode:590, reward = 0.6058007063476363, state count = 7, state = [7, 32, 40, 47, 80, 88, 136]
train episode:591, reward = 0, state count = 0, state = []
train episode:592, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 52, 80, 88, 163]
train episode:593, reward = 0.6069618808092072, state count = 7, state = [7, 32, 47, 73, 80, 88, 96]
train episode:594, reward = 0.598830966684053, state count = 7, state = [7, 32, 40, 47, 53, 80, 88]
train episode:595, reward = 0.988850671275063, state count = 7, state = [7, 32, 33, 40, 47, 80, 88]
train episode:596, reward = 0.5974410011371108, state count = 7, state = [7, 32, 40, 47, 74, 80, 88]
train episode:597, reward = 0.6055681482081012, state count = 7, state = [7, 29, 32, 41, 47, 88, 128]
train episode:598, reward = 0.5993014662533899, state count = 7, state = [7, 32, 47, 56, 85, 88, 106]
evaluate episode:59.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 40, 47, 80, 88, 124]
train episode:599, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 162, 166]
train episode:600, reward = 0.8604237636168517, state count = 7, state = [7, 26, 32, 47, 61, 80, 88]
train episode:601, reward = 0.6220620050120805, state count = 7, state = [7, 32, 47, 51, 71, 86, 88]
train episode:602, reward = 0.6058007063476363, state count = 7, state = [7, 18, 32, 47, 80, 88, 95]
train episode:603, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 147, 175]
train episode:604, reward = 0.6018552966580135, state count = 7, state = [7, 12, 32, 34, 47, 88, 95]
train episode:605, reward = 0.6309169854174036, state count = 7, state = [7, 32, 47, 63, 80, 88, 124]
train episode:606, reward = 0.7163535090559182, state count = 7, state = [7, 32, 35, 47, 88, 152, 169]
train episode:607, reward = 0.6058007063476363, state count = 7, state = [1, 7, 32, 47, 54, 88, 159]
train episode:608, reward = 0.8367055137882176, state count = 7, state = [7, 11, 32, 47, 88, 119, 181]
evaluate episode:60.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 148, 175]
train episode:609, reward = 0.60789049962929, state count = 7, state = [7, 15, 32, 47, 80, 88, 174]
train episode:610, reward = 0.6064989203442909, state count = 7, state = [7, 9, 32, 47, 80, 83, 88]
train episode:611, reward = 0.5988368870543235, state count = 7, state = [7, 8, 28, 32, 47, 88, 93]
train episode:612, reward = 0.6055681482081012, state count = 7, state = [7, 29, 32, 47, 80, 88, 148]
train episode:613, reward = 0.9384410191230458, state count = 7, state = [7, 40, 47, 62, 73, 82, 84]
train episode:614, reward = 0.6058007063476363, state count = 7, state = [7, 12, 32, 47, 80, 88, 148]
train episode:615, reward = 0.5725928224128731, state count = 7, state = [7, 29, 30, 47, 66, 106, 112]
train episode:616, reward = 0.6406844272778688, state count = 7, state = [7, 32, 46, 47, 62, 88, 108]
train episode:617, reward = 0.9479694403976092, state count = 4, state = [7, 47, 108, 168]
train episode:618, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 146, 160]
evaluate episode:61.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 148, 175]
train episode:619, reward = 0.6311495435569385, state count = 7, state = [7, 32, 46, 47, 80, 82, 88]
train episode:620, reward = 0.5247423964459792, state count = 7, state = [7, 41, 47, 68, 71, 93, 168]
train episode:621, reward = 0.5737550735324977, state count = 7, state = [7, 30, 47, 84, 88, 90, 154]
train episode:622, reward = 0.5995334848148748, state count = 7, state = [7, 8, 32, 47, 80, 88, 116]
train episode:623, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 52, 88, 98, 132]
train episode:624, reward = 0.608125748164935, state count = 7, state = [5, 7, 31, 32, 47, 88, 160]
train episode:625, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 66, 88, 91, 155]
train episode:626, reward = 0.9862925317401793, state count = 7, state = [7, 33, 47, 57, 67, 88, 179]
train episode:627, reward = 0.6250927949343613, state count = 7, state = [7, 32, 47, 58, 76, 77, 88]
train episode:628, reward = 0.6058007063476363, state count = 7, state = [7, 8, 32, 47, 80, 88, 91]
evaluate episode:62.9, reward = 0.598830966684053, state count = 7, state = [7, 32, 47, 53, 80, 88, 175]
train episode:629, reward = 0.6064994574242942, state count = 7, state = [7, 32, 43, 47, 80, 88, 175]
train episode:630, reward = 0.6262652830486559, state count = 7, state = [2, 7, 18, 32, 47, 80, 88]
train episode:631, reward = 0.61440320419432, state count = 7, state = [7, 16, 32, 39, 47, 80, 88]
train episode:632, reward = 0.598830966684053, state count = 7, state = [7, 32, 47, 53, 80, 88, 151]
train episode:633, reward = 0.6390565203011247, state count = 7, state = [7, 32, 47, 76, 88, 114, 152]
train episode:634, reward = 0.9934937578813366, state count = 7, state = [7, 10, 17, 32, 47, 80, 88]
train episode:635, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 84, 88, 148]
train episode:636, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 124, 148]
train episode:637, reward = 0.6048704737894967, state count = 7, state = [7, 32, 47, 80, 88, 109, 142]
train episode:638, reward = 0.6064973041081875, state count = 7, state = [7, 32, 47, 80, 88, 96, 148]
evaluate episode:63.9, reward = 0.5979055778381306, state count = 7, state = [7, 32, 47, 57, 80, 88, 148]
train episode:639, reward = 0.5990656756416481, state count = 7, state = [7, 21, 32, 47, 80, 88, 157]
train episode:640, reward = 0.5974410011371108, state count = 7, state = [7, 32, 47, 74, 80, 88, 138]
train episode:641, reward = 0.5985994852025716, state count = 7, state = [7, 32, 47, 53, 88, 120, 143]
train episode:642, reward = 0.947960832129275, state count = 7, state = [7, 47, 83, 88, 99, 121, 151]
train episode:643, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 99, 178]
train episode:644, reward = 0.5979055778381306, state count = 7, state = [7, 25, 32, 47, 57, 80, 88]
train episode:645, reward = 0.6058007063476363, state count = 7, state = [7, 32, 40, 47, 80, 88, 151]
train episode:646, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 114, 126]
train episode:647, reward = 0.6064973041081875, state count = 7, state = [7, 32, 47, 80, 88, 96, 103]
train episode:648, reward = 0.8367055137882176, state count = 7, state = [7, 32, 47, 80, 88, 119, 123]
evaluate episode:64.9, reward = 0.5979055778381306, state count = 7, state = [7, 32, 47, 57, 80, 88, 96]
train episode:649, reward = 0.9454064596485547, state count = 7, state = [7, 43, 47, 82, 88, 168, 176]
train episode:650, reward = 0.6064973041081875, state count = 7, state = [7, 32, 47, 80, 88, 96, 121]
train episode:651, reward = 0.988850671275063, state count = 7, state = [7, 18, 32, 33, 47, 88, 161]
train episode:652, reward = 0.5259041079875537, state count = 7, state = [7, 11, 47, 59, 88, 94, 140]
train episode:653, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 64, 88, 165, 180]
train episode:654, reward = 0.5530714081588198, state count = 7, state = [6, 7, 11, 34, 47, 88, 110]
train episode:655, reward = 0.607427536666327, state count = 7, state = [7, 27, 32, 47, 80, 88, 96]
train episode:656, reward = 0.6058007063476363, state count = 7, state = [7, 24, 32, 47, 88, 134, 147]
train episode:657, reward = 0.5640032544550161, state count = 7, state = [4, 7, 47, 58, 78, 88, 148]
train episode:658, reward = 0.609283158070389, state count = 7, state = [7, 32, 47, 50, 88, 112, 180]
evaluate episode:65.9, reward = 0.606033804065221, state count = 7, state = [7, 32, 47, 80, 83, 88, 96]
train episode:659, reward = 0.6069624203872572, state count = 7, state = [7, 9, 32, 47, 88, 146, 160]
train episode:660, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 81, 88, 129, 174]
train episode:661, reward = 0.6058007063476363, state count = 7, state = [1, 7, 32, 47, 80, 88, 159]
train episode:662, reward = 0.947497329588262, state count = 7, state = [7, 47, 83, 89, 95, 160, 162]
train episode:663, reward = 0.6095140999738204, state count = 7, state = [7, 32, 47, 50, 80, 88, 104]
train episode:664, reward = 0.6064973041081875, state count = 7, state = [7, 32, 47, 80, 88, 96, 179]
train episode:665, reward = 0.6064983807662409, state count = 7, state = [7, 11, 32, 47, 80, 88, 96]
train episode:666, reward = 0.6064973041081875, state count = 7, state = [7, 32, 47, 80, 88, 96, 142]
train episode:667, reward = 0.5486883457136518, state count = 7, state = [1, 7, 19, 32, 47, 80, 88]
train episode:668, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 169, 179]
evaluate episode:66.9, reward = 0.6069624203872572, state count = 7, state = [1, 7, 9, 32, 47, 80, 88]
train episode:669, reward = 0.6041738760289453, state count = 7, state = [7, 32, 47, 80, 88, 90, 111]
train episode:670, reward = 0.6058007063476363, state count = 7, state = [1, 7, 32, 47, 80, 88, 114]
train episode:671, reward = 0.988850671275063, state count = 7, state = [7, 17, 33, 47, 59, 88, 100]
train episode:672, reward = 0.711961813361951, state count = 7, state = [7, 19, 47, 72, 79, 88, 127]
train episode:673, reward = 0.6058007063476363, state count = 7, state = [7, 18, 32, 47, 66, 80, 88]
train episode:674, reward = 0.6441727993708921, state count = 7, state = [7, 25, 32, 47, 88, 166, 178]
train episode:675, reward = 0.8367055137882176, state count = 7, state = [1, 7, 32, 47, 80, 88, 119]
train episode:676, reward = 0.6260327249091211, state count = 7, state = [2, 7, 32, 47, 88, 121, 168]
train episode:677, reward = 0.6069624203872572, state count = 7, state = [1, 7, 9, 32, 47, 80, 88]
train episode:678, reward = 0.6069624203872572, state count = 7, state = [7, 9, 32, 47, 63, 80, 88]
evaluate episode:67.9, reward = 0.6069624203872572, state count = 7, state = [1, 7, 9, 32, 47, 80, 88]
train episode:679, reward = 0.6041738760289453, state count = 7, state = [7, 32, 47, 54, 60, 88, 110]
train episode:680, reward = 0.6432436434708059, state count = 7, state = [7, 25, 32, 43, 47, 80, 88]
train episode:681, reward = 0.6411452369247249, state count = 7, state = [7, 32, 47, 48, 80, 88, 160]
train episode:682, reward = 0.6062663622047559, state count = 7, state = [7, 9, 32, 47, 59, 80, 88]
train episode:683, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 88, 92, 126, 144]
train episode:684, reward = 0.5440231788741203, state count = 7, state = [7, 47, 51, 86, 94, 98, 102]
train episode:685, reward = 0.6083550763303097, state count = 7, state = [7, 15, 32, 47, 68, 88, 117]
train episode:686, reward = 0.6069624203872572, state count = 7, state = [7, 9, 32, 47, 80, 88, 122]
train episode:687, reward = 0.6074253833502202, state count = 7, state = [7, 32, 39, 47, 51, 79, 88]
train episode:688, reward = 0.6058007063476363, state count = 7, state = [7, 32, 36, 47, 88, 107, 173]
evaluate episode:68.9, reward = 0.6069624203872572, state count = 7, state = [7, 9, 32, 47, 80, 88, 114]
train episode:689, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 88, 100, 170, 174]
train episode:690, reward = 0.52381485428395, state count = 7, state = [7, 19, 32, 47, 88, 104, 116]
train episode:691, reward = 0.6076590181478084, state count = 7, state = [7, 9, 32, 47, 51, 80, 88]
train episode:692, reward = 0.5995334848148748, state count = 7, state = [7, 13, 32, 47, 88, 106, 116]
train episode:693, reward = 0.6085892507059479, state count = 7, state = [7, 9, 14, 32, 47, 80, 88]
train episode:694, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 126, 178]
train episode:695, reward = 0.606265283048656, state count = 7, state = [7, 32, 47, 73, 80, 88, 172]
train episode:696, reward = 0.6069624203872572, state count = 7, state = [7, 9, 32, 47, 80, 88, 124]
train episode:697, reward = 0.526600705748105, state count = 7, state = [7, 47, 57, 88, 91, 100, 179]
train episode:698, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 88, 113, 133, 177]
evaluate episode:69.9, reward = 0.6097498880875155, state count = 7, state = [7, 9, 32, 47, 48, 80, 88]
train episode:699, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 88, 144, 146, 164]
train episode:700, reward = 0.6069624203872572, state count = 7, state = [7, 9, 32, 47, 80, 88, 108]
train episode:701, reward = 0.6069624203872572, state count = 7, state = [7, 9, 32, 47, 80, 88, 176]
train episode:702, reward = 0.5993014662533899, state count = 7, state = [7, 32, 47, 80, 85, 88, 141]
train episode:703, reward = 0.6877897659030637, state count = 7, state = [7, 22, 37, 47, 88, 89, 97]
train episode:704, reward = 0.988850671275063, state count = 7, state = [7, 32, 33, 47, 80, 88, 166]
train episode:705, reward = 0.6451024923509816, state count = 7, state = [2, 7, 25, 32, 47, 71, 88]
train episode:706, reward = 0.6411452369247249, state count = 7, state = [7, 32, 47, 48, 80, 88, 155]
train episode:707, reward = 0.6425405857619342, state count = 7, state = [7, 32, 47, 48, 80, 82, 88]
train episode:708, reward = 0.815812442170223, state count = 7, state = [7, 32, 47, 88, 97, 132, 155]
evaluate episode:70.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 104, 114]
train episode:709, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 100, 170]
train episode:710, reward = 0.6058007063476363, state count = 7, state = [7, 18, 32, 47, 75, 88, 113]
train episode:711, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 145, 174]
train episode:712, reward = 0.6058007063476363, state count = 7, state = [7, 22, 32, 47, 80, 88, 132]
train episode:713, reward = 0.5999986010939445, state count = 7, state = [7, 32, 47, 88, 102, 116, 132]
train episode:714, reward = 0.5217202197881257, state count = 7, state = [7, 45, 47, 56, 113, 136, 171]
train episode:715, reward = 0.6058007063476363, state count = 7, state = [7, 32, 36, 47, 88, 98, 104]
train episode:716, reward = 0.591254024352956, state count = 7, state = [7, 47, 80, 88, 117, 151, 179]
train episode:717, reward = 0.6423091042804526, state count = 7, state = [7, 24, 32, 39, 47, 61, 88]
train episode:718, reward = 0.6260327249091211, state count = 7, state = [2, 7, 18, 32, 47, 56, 88]
evaluate episode:71.9, reward = 0.6309169854174036, state count = 7, state = [7, 32, 47, 80, 82, 88, 104]
train episode:719, reward = 0.6058007063476363, state count = 7, state = [7, 22, 32, 47, 80, 88, 104]
train episode:720, reward = 0.6058007063476363, state count = 7, state = [7, 18, 32, 47, 80, 88, 104]
train episode:721, reward = 0.6069624203872572, state count = 7, state = [7, 9, 32, 47, 80, 88, 179]
train episode:722, reward = 0.7017206569462681, state count = 7, state = [7, 11, 32, 44, 47, 80, 88]
train episode:723, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 104, 166]
train episode:724, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 104, 137]
train episode:725, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 104, 141]
train episode:726, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 104, 114]
train episode:727, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 104, 159]
train episode:728, reward = 0.6048704737894967, state count = 7, state = [7, 32, 47, 80, 88, 104, 110]
evaluate episode:72.9, reward = 0.6309169854174036, state count = 7, state = [7, 32, 47, 80, 82, 88, 104]
train episode:729, reward = 0.5995313290007215, state count = 7, state = [7, 32, 47, 60, 88, 94, 163]
train episode:730, reward = 0.6262652830486559, state count = 7, state = [2, 7, 32, 47, 80, 82, 88]
train episode:731, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 92, 172]
train episode:732, reward = 0.606265822626706, state count = 7, state = [7, 32, 47, 80, 88, 114, 183]
train episode:733, reward = 0.606265283048656, state count = 7, state = [7, 32, 47, 80, 88, 117, 151]
train episode:734, reward = 0.5995334848148748, state count = 7, state = [7, 12, 32, 47, 88, 116, 124]
train episode:735, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 151, 180]
train episode:736, reward = 0.7017195802882147, state count = 7, state = [7, 13, 32, 44, 47, 80, 88]
train episode:737, reward = 0.5486883457136518, state count = 7, state = [7, 19, 32, 47, 80, 88, 102]
train episode:738, reward = 0.6069624203872572, state count = 7, state = [7, 9, 32, 47, 80, 88, 180]
evaluate episode:73.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 124, 180]
train episode:739, reward = 0.988850671275063, state count = 7, state = [4, 7, 32, 33, 47, 88, 105]
train episode:740, reward = 0.984899338717123, state count = 7, state = [7, 36, 47, 117, 138, 162, 166]
train episode:741, reward = 0.7012544640091448, state count = 7, state = [7, 32, 44, 47, 65, 80, 88]
train episode:742, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 124, 180]
train episode:743, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 130, 180]
train episode:744, reward = 0.6051041085870849, state count = 7, state = [7, 32, 47, 80, 88, 90, 122]
train episode:745, reward = 0.7965273506118216, state count = 7, state = [7, 13, 23, 32, 47, 80, 88]
train episode:746, reward = 0.6060332644871711, state count = 7, state = [7, 11, 32, 47, 80, 88, 154]
train episode:747, reward = 0.606265283048656, state count = 7, state = [7, 32, 47, 88, 103, 117, 180]
train episode:748, reward = 0.7280034812776409, state count = 7, state = [3, 7, 46, 47, 56, 64, 165]
evaluate episode:74.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 38, 47, 80, 88, 180]
train episode:749, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 49, 80, 88, 108]
train episode:750, reward = 0.6064973041081875, state count = 7, state = [7, 32, 47, 51, 88, 98, 139]
train episode:751, reward = 0.6039483199138274, state count = 7, state = [7, 30, 32, 47, 80, 88, 180]
train episode:752, reward = 0.5979055778381306, state count = 7, state = [7, 32, 47, 57, 80, 88, 98]
train episode:753, reward = 0.606265283048656, state count = 7, state = [7, 32, 47, 80, 88, 118, 180]
train episode:754, reward = 0.6048704737894967, state count = 7, state = [7, 32, 47, 72, 80, 88, 109]
train episode:755, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 138, 177]
train episode:756, reward = 0.6013891012228437, state count = 7, state = [7, 32, 42, 47, 88, 112, 142]
train episode:757, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 150, 174]
train episode:758, reward = 0.606497841188191, state count = 7, state = [3, 7, 32, 38, 47, 80, 88]
evaluate episode:75.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 38, 47, 80, 88, 180]
train episode:759, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 135, 180]
train episode:760, reward = 0.9955846278210441, state count = 7, state = [7, 17, 37, 47, 83, 87, 88]
train episode:761, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 150, 180]
train episode:762, reward = 0.606265283048656, state count = 7, state = [7, 32, 47, 80, 88, 118, 180]
train episode:763, reward = 0.6069624203872572, state count = 7, state = [7, 9, 32, 47, 88, 101, 107]
train episode:764, reward = 0.6002290034193261, state count = 7, state = [7, 32, 38, 47, 80, 88, 94]
train episode:765, reward = 0.6004599503188507, state count = 7, state = [7, 28, 32, 38, 47, 80, 88]
train episode:766, reward = 0.607427536666327, state count = 7, state = [7, 14, 32, 47, 70, 80, 88]
train episode:767, reward = 0.9495838928957555, state count = 7, state = [7, 16, 18, 47, 67, 88, 164]
train episode:768, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 72, 80, 88, 103]
evaluate episode:76.9, reward = 0.6058007063476363, state count = 7, state = [7, 12, 32, 38, 47, 80, 88]
train episode:769, reward = 0.6058007063476363, state count = 7, state = [7, 32, 38, 47, 80, 88, 92]
train episode:770, reward = 0.5270631316310646, state count = 7, state = [7, 20, 47, 58, 88, 105, 173]
train episode:771, reward = 0.6873348816225711, state count = 7, state = [7, 47, 68, 79, 88, 97, 113]
train episode:772, reward = 0.7017179640521113, state count = 7, state = [7, 32, 38, 44, 47, 80, 88]
